REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME,HOURS_DIFF,DAYS_DIFF
EXP34572-124405,2023-02-13 19:03:06,2023-02-13 19:03:06,MARH0710656,20.0,L,2023-02-17 13:20:09.964,90.28443444444444,3.0
EXP34572-124405,2023-02-13 19:03:06,2023-02-13 19:03:06,OZCJ2594020,20.0,L,2023-02-17 13:08:12.869,90.08524138888887,3.0
EXP34572-124405,2023-02-13 19:03:06,2023-02-13 19:03:06,KESK0292090,20.0,L,2023-02-17 13:08:37.196,90.09199888888888,3.0
EXP34572-124405,2023-02-13 19:03:06,2023-02-13 19:03:06,GWIO6123824,20.0,L,2023-02-17 12:58:56.392,89.93066444444445,3.0
EXP34572-124405,2023-02-13 19:03:06,2023-02-13 19:03:06,GZMX9771877,20.0,L,2023-02-17 13:04:35.577,90.0248825,3.0
EXP34572-124405,2023-02-13 19:03:06,2023-02-13 19:03:06,NRTK4880438,20.0,L,2023-02-17 12:50:24.154,89.7883761111111,3.0
IGOJO14223,2023-02-13 19:19:12,2023-02-16 19:19:12,EGIW1488103,20.0,L,2023-02-14 01:42:30.484,6.388467777777778,0.0
IGOJO14223,2023-02-13 19:19:12,2023-02-16 19:19:12,FFCL6823722,20.0,L,2023-02-17 06:21:47.803,83.04327861111112,3.0
IGOJO14223,2023-02-13 19:19:12,2023-02-16 19:19:12,HFQU1146546,20.0,L,2023-02-14 01:26:36.848,6.123568888888889,0.0
IGOJO14223,2023-02-13 19:19:12,2023-02-16 19:19:12,QUVS3599893,20.0,L,2023-02-19 10:02:31.732,134.7221477777778,5.0
IGOJO14224,2023-02-13 19:32:17,2023-02-16 19:32:17,BYXC4795916,40.0,L,2023-02-15 07:17:42.604,35.757112222222226,1.0
EFS34180,2023-02-13 19:38:54,2023-02-16 19:38:54,ZIYS3958053,20.0,E,2023-02-14 07:49:59.140,12.184761111111111,0.0
EFS34180,2023-02-13 19:38:54,2023-02-16 19:38:54,EPNG0643657,20.0,E,2023-02-14 03:01:21.222,7.374228333333334,0.0
EFS34180,2023-02-13 19:38:54,2023-02-16 19:38:54,UUDY0665412,20.0,E,2023-02-14 04:29:12.298,8.83841611111111,0.0
EFS34180,2023-02-13 19:38:54,2023-02-16 19:38:54,CGDF4052649,20.0,E,2023-02-14 04:12:32.293,8.560636944444445,0.0
EFS34180,2023-02-13 19:38:54,2023-02-16 19:38:54,TULC4906952,20.0,E,2023-02-14 07:36:51.695,11.966026388888888,0.0
EFS34180,2023-02-13 19:38:54,2023-02-16 19:38:54,OBJH1026271,20.0,E,2023-02-14 07:35:01.273,11.935353611111111,0.0
IGOJO14225,2023-02-13 19:39:14,2023-02-16 19:39:14,LKQO4922350,20.0,L,2023-02-13 20:26:48.541,0.7929280555555556,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,QDGG6651340,20.0,L,2023-02-14 08:05:11.561,12.37793361111111,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,AEBK7578224,20.0,L,2023-02-14 08:04:05.892,12.359692222222222,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,STLY9121548,20.0,L,2023-02-14 08:05:37.231,12.385064166666666,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,DPPU0201616,20.0,L,2023-02-14 08:04:42.358,12.369821666666668,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,UTBX7687761,20.0,L,2023-02-14 08:04:54.864,12.373295555555556,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,AELX8193863,20.0,L,2023-02-14 08:04:30.434,12.366509444444445,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,LAKH1412340,20.0,L,2023-02-14 08:04:18.786,12.36327388888889,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,DCEQ8592394,20.0,L,2023-02-14 08:06:03.542,12.392372777777778,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,HJFU9936214,20.0,L,2023-02-14 08:06:22.589,12.397663611111112,0.0
EXP34352-123949,2023-02-13 19:42:31,2023-02-13 19:42:31,USWO0877687,20.0,L,2023-02-14 08:05:23.573,12.381270277777777,0.0
IGOJO14227,2023-02-13 19:46:17,2023-02-16 19:46:17,TIWR7648999,40.0,L,2023-02-14 06:12:53.095,10.443359722222224,0.0
EFS16813-229276-409891,2023-02-02 14:13:48,2023-02-05 14:13:48,OLVZ8160476,40.0,L,2023-02-10 18:26:19.254,196.20868166666665,8.0
EXP34450-124145,2023-02-08 16:47:56,2023-02-08 16:47:56,WYTZ0675549,20.0,L,2023-02-11 08:58:45.259,64.18034972222222,2.0
EXP34114-123393,2023-02-08 18:43:49,2023-02-08 18:43:49,HDNU4643944,20.0,L,2023-02-11 08:59:04.567,62.25432416666667,2.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,KXTX9149041,40.0,L,2023-02-10 23:27:17.793,29.03633138888889,1.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,NKCR0597537,40.0,L,2023-02-10 23:29:53.373,29.07954805555556,1.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,OKEG2270681,40.0,L,2023-02-10 11:37:09.383,17.200661944444445,0.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,TYXP2899620,40.0,L,2023-02-11 01:20:51.443,30.929011944444444,1.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,LIUL5361089,40.0,L,2023-02-10 14:57:33.612,20.540725555555557,0.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,MBLR1435657,40.0,L,2023-02-10 14:56:36.850,20.52495833333333,0.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,ULPE7461255,40.0,L,2023-02-11 09:29:27.829,39.0724525,1.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,AKUL0915398,40.0,L,2023-02-11 05:12:13.183,34.78505083333334,1.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,YVVI6616336,40.0,L,2023-02-11 10:46:35.647,40.3579575,1.0
IGOJO03324,2023-02-09 18:25:07,2023-02-12 18:25:07,XSDP1819073,40.0,L,2023-02-11 01:19:57.260,30.91396111111111,1.0
EFS34011,2023-02-09 20:10:34,2023-02-12 20:10:34,KKFO7666496,40.0,E,2023-02-10 18:05:21.011,21.91305861111111,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,HEYA3105223,20.0,L,2023-02-10 22:00:28.666,4.564073888888889,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,LLYZ3245605,20.0,L,2023-02-11 05:11:15.764,11.743823333333332,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,RYUI8893122,20.0,L,2023-02-11 13:09:53.763,19.72104527777778,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,YEHZ1912538,20.0,L,2023-02-11 13:10:25.178,19.729771666666668,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,RUUQ5918009,20.0,L,2023-02-10 18:50:31.170,1.3981027777777777,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,PGGV2878621,20.0,L,2023-02-11 18:12:48.426,24.76956277777778,1.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,ENMK7587048,20.0,L,2023-02-11 17:06:32.357,23.665099166666668,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,DXHZ3223183,20.0,L,2023-02-11 10:59:07.873,17.541631388888888,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,GLMA4351074,20.0,L,2023-02-11 17:13:27.322,23.78036722222222,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,ECWX9381863,20.0,L,2023-02-11 12:58:20.761,19.52854472222222,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,KSPU5825685,20.0,L,2023-02-11 02:54:24.510,9.462919444444443,0.0
IGOJO03332,2023-02-10 17:26:38,2023-02-13 17:26:38,XKPA2068468,20.0,L,2023-02-11 10:38:25.532,17.196536666666667,0.0
IGOJO14300,2023-02-15 19:11:27,2023-02-18 19:11:27,TPER2674570,40.0,L,2023-02-18 12:54:37.442,65.71956722222222,2.0
IGOJO14300,2023-02-15 19:11:27,2023-02-18 19:11:27,YQFH0075915,40.0,L,2023-02-17 22:01:54.925,50.841090277777774,2.0
IGOJO14300,2023-02-15 19:11:27,2023-02-18 19:11:27,HAKL2673775,40.0,L,2023-02-18 20:50:28.013,73.65028138888889,3.0
EFS34251,2023-02-15 19:11:54,2023-02-18 19:11:54,WAFF4320471,20.0,E,2023-02-16 00:14:20.608,5.040724444444445,0.0
EFS34273,2023-02-16 08:37:50,2023-02-19 08:37:50,LXIM3624981,40.0,E,2023-04-06 20:31:43.614,1187.8982261111112,49.0
EFS34273,2023-02-16 08:37:50,2023-02-19 08:37:50,CQNU1600026,40.0,E,2023-04-05 16:55:06.339,1160.2878719444443,48.0
EFS33892,2023-02-07 07:38:16,2023-02-10 07:38:16,JGYY6224279,40.0,E,2023-02-07 10:40:22.881,3.035244722222222,0.0
EFS33892,2023-02-07 07:38:16,2023-02-10 07:38:16,WXVB0604400,40.0,E,2023-02-07 10:38:18.078,3.0005772222222222,0.0
IGOJO14010,2023-02-07 13:18:55,2023-02-10 13:18:55,YQMM8234143,40.0,L,2023-02-07 21:24:55.697,8.100193611111111,0.0
IGOJO14010,2023-02-07 13:18:55,2023-02-10 13:18:55,RBXV5542005,40.0,L,2023-02-09 04:15:28.186,38.94255166666666,1.0
IGOJO14010,2023-02-07 13:18:55,2023-02-10 13:18:55,FKBK5871789,40.0,L,2023-02-08 00:48:49.812,11.498558888888889,0.0
IGOJO14010,2023-02-07 13:18:55,2023-02-10 13:18:55,KKCE8327214,40.0,L,2023-02-09 02:08:07.033,36.820009166666665,1.0
IGOJO14015,2023-02-07 15:02:39,2023-02-10 15:02:39,WOYU3120294,40.0,L,2023-02-09 05:45:22.485,38.71207916666666,1.0
EFS33905,2023-02-07 15:41:19,2023-02-10 15:41:19,CSJG8714879,20.0,E,2023-02-07 16:25:29.318,0.7361994444444445,0.0
EFS33905,2023-02-07 15:41:19,2023-02-10 15:41:19,FSXT0944090,20.0,E,2023-02-07 16:28:08.652,0.7804588888888889,0.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,IBJX3882660,20.0,L,2023-02-11 21:42:23.570,99.92710277777778,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,EECQ4875163,20.0,L,2023-02-11 21:47:32.071,100.0127975,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,ULJL7867787,20.0,L,2023-02-11 21:41:53.559,99.9187663888889,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,IFSU1015388,20.0,L,2023-02-11 21:48:10.949,100.02359694444444,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,IZKE2733806,20.0,L,2023-02-11 21:38:38.922,99.86470055555556,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,FKLS3857015,20.0,L,2023-02-11 21:41:23.792,99.91049777777778,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,FACX4042165,20.0,L,2023-02-11 21:47:44.093,100.01613694444444,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,NIIX7906353,20.0,L,2023-02-11 21:54:03.286,100.12146833333334,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,RZDS3025255,20.0,L,2023-02-11 21:40:17.526,99.89209055555555,4.0
EXP34301-123870,2023-02-07 17:46:46,2023-02-07 17:46:46,NMBC7114453,20.0,L,2023-02-11 21:38:24.907,99.8608075,4.0
IGOJO14041,2023-02-07 20:02:02,2023-02-10 20:02:02,UIRH8785341,40.0,L,2023-02-08 06:36:50.803,10.580223055555557,0.0
EFS33930,2023-02-07 22:15:43,2023-02-10 22:15:43,OVII4760120,40.0,E,2023-02-08 00:41:24.979,2.4283275,0.0
IGOJO14045,2023-02-08 10:46:06,2023-02-11 10:46:06,EQMR6759398,20.0,L,2023-02-09 19:51:02.654,33.08240388888889,1.0
IGOJO14045,2023-02-08 10:46:06,2023-02-11 10:46:06,URSE3136798,20.0,L,2023-02-08 20:39:05.919,9.883310833333336,0.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,ZBGF2504162,40.0,L,2023-02-09 17:10:40.040,24.9264,1.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,QUCK4086330,40.0,L,2023-02-09 17:12:10.115,24.951420833333334,1.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,NYFO2561891,40.0,L,2023-02-09 17:12:48.855,24.96218194444444,1.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,ENHC4405401,40.0,L,2023-02-09 17:12:39.858,24.959682777777772,1.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,TYPT7403223,40.0,L,2023-02-09 17:12:00.942,24.948872777777776,1.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,MLXA9761127,40.0,L,2023-02-09 17:10:22.720,24.921588888888888,1.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,XHSR0796241,40.0,L,2023-02-09 17:09:35.171,24.90838083333333,1.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,WCLD2177147,40.0,L,2023-02-09 17:10:30.927,24.92386861111111,1.0
EXP34322-123894,2023-02-08 16:15:05,2023-02-08 16:15:05,UTXY7354015,40.0,L,2023-02-09 17:11:51.681,24.946300277777777,1.0
EFS34021,2023-02-10 05:12:32,2023-02-13 05:12:32,BDCP9107405,20.0,E,2023-02-13 15:10:54.719,81.9729775,3.0
EXP34562-124395,2023-02-13 19:54:47,2023-02-13 19:54:47,HUBC7294132,40.0,L,2023-02-16 08:47:56.124,60.88586777777778,2.0
EXP34593-124421,2023-02-13 19:56:51,2023-02-13 19:56:51,LJSV1633206,40.0,L,2023-02-16 08:57:15.433,61.00678694444444,2.0
EXP34612-124442,2023-02-13 20:26:16,2023-02-13 20:26:16,EGJL6739800,40.0,L,2023-02-14 07:59:30.652,11.55407,0.0
EXP34645-124500,2023-02-13 21:09:08,2023-02-13 21:09:08,BHMD1031095,40.0,L,2023-02-14 07:59:02.552,10.83182,0.0
EXP34645-124500,2023-02-13 21:09:08,2023-02-13 21:09:08,YQFK0694826,40.0,L,2023-02-14 07:58:51.158,10.828655,0.0
EXP34645-124500,2023-02-13 21:09:08,2023-02-13 21:09:08,VXXU8252243,40.0,L,2023-02-14 07:58:39.041,10.825289166666666,0.0
EXP34645-124500,2023-02-13 21:09:08,2023-02-13 21:09:08,NHOH9319433,40.0,L,2023-02-14 07:58:02.748,10.815207777777776,0.0
EXP34645-124500,2023-02-13 21:09:08,2023-02-13 21:09:08,CNFB8393259,40.0,L,2023-02-14 07:58:13.356,10.818154444444444,0.0
EXP34645-124500,2023-02-13 21:09:08,2023-02-13 21:09:08,TVXA6946382,40.0,L,2023-02-14 07:57:52.185,10.812273611111111,0.0
EXP34645-124500,2023-02-13 21:09:08,2023-02-13 21:09:08,FKVU4835706,40.0,L,2023-02-14 07:57:41.492,10.809303333333332,0.0
EXP34645-124500,2023-02-13 21:09:08,2023-02-13 21:09:08,EGSL1188544,40.0,L,2023-02-14 07:58:25.301,10.8214725,0.0
IGOJO14014,2023-02-07 14:45:02,2023-02-10 14:45:02,MKPP7009513,20.0,L,2023-02-07 17:39:31.570,2.9082138888888887,0.0
EFS33911,2023-02-07 18:58:47,2023-02-10 18:58:47,STLV1481042,40.0,E,2023-02-07 22:25:41.145,3.448373611111111,0.0
EFS33911,2023-02-07 18:58:47,2023-02-10 18:58:47,PVRG7326455,40.0,E,2023-02-07 23:14:05.874,4.255242777777778,0.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,PFAZ0844254,20.0,L,2023-02-11 09:07:34.840,84.76301111111111,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,FXMJ8432250,20.0,L,2023-02-11 09:04:33.665,84.71268472222222,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,BRSZ6386172,20.0,L,2023-02-11 09:10:52.175,84.81782638888889,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,CDHP8750359,20.0,L,2023-02-11 09:08:08.856,84.77246000000001,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,LNAO3326305,20.0,L,2023-02-11 09:03:39.914,84.69775388888888,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,ETJA1223258,20.0,L,2023-02-11 09:11:48.946,84.8335961111111,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,KAWL4927444,20.0,L,2023-02-11 09:07:44.828,84.76578555555555,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,AYUI2218353,20.0,L,2023-02-11 09:11:58.065,84.83612916666667,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,UDHN6269280,20.0,L,2023-02-11 09:00:26.166,84.64393500000001,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,IVVU0649724,20.0,L,2023-02-11 09:11:40.641,84.83128916666666,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,RNTY4954640,20.0,L,2023-02-11 09:05:26.021,84.72722805555556,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,AXDD4024680,20.0,L,2023-02-11 09:05:16.759,84.72465527777779,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,QCLK4097280,20.0,L,2023-02-11 09:10:23.934,84.80998166666667,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,ZACR0651389,20.0,L,2023-02-11 09:03:29.278,84.69479944444444,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,XEUR8218933,20.0,L,2023-02-11 09:11:21.853,84.82607027777777,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,RKKR2151437,20.0,L,2023-02-11 08:57:56.710,84.60241944444445,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,SXUY9539621,20.0,L,2023-02-11 08:57:38.776,84.59743777777778,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,GQWG0048506,20.0,L,2023-02-11 08:59:21.783,84.62605083333334,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,VENW3543408,20.0,L,2023-02-11 09:04:24.921,84.71025583333332,3.0
EXP34292-123854,2023-02-07 20:21:48,2023-02-07 20:21:48,DCFJ8254732,20.0,L,2023-02-11 09:05:47.476,84.73318777777779,3.0
IGOJO14042,2023-02-07 20:31:28,2023-02-10 20:31:28,XOAH6840878,20.0,L,2023-02-07 23:29:57.620,2.9748944444444447,0.0
IGOJO14042,2023-02-07 20:31:28,2023-02-10 20:31:28,UYHN7671809,20.0,L,2023-02-10 01:01:14.954,52.49637611111111,2.0
IGOJO14042,2023-02-07 20:31:28,2023-02-10 20:31:28,GYID3658445,20.0,L,2023-02-08 05:28:34.559,8.951821944444445,0.0
IGOJO14065,2023-02-08 16:52:19,2023-02-11 16:52:19,HRAP6515921,20.0,L,2023-02-09 04:23:52.584,11.525995555555555,0.0
IGOJO14081,2023-02-08 18:08:38,2023-02-11 18:08:38,ECCI4598610,20.0,L,2023-02-09 03:30:13.286,9.359801666666666,0.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,WOMI0315154,20.0,L,2023-02-11 21:46:05.863,75.37662861111112,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,JIUL7424366,20.0,L,2023-02-11 21:47:57.948,75.40776333333332,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,VCMH4163569,20.0,L,2023-02-11 21:44:34.823,75.35133972222222,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,EBWH5170417,20.0,L,2023-02-11 21:44:46.874,75.35468722222222,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,SMDE8763743,20.0,L,2023-02-11 21:45:52.900,75.37302777777778,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,YBHN4607603,20.0,L,2023-02-11 21:45:38.482,75.36902277777779,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,JEII6301766,20.0,L,2023-02-11 21:47:15.752,75.39604222222222,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,SYHG5133134,20.0,L,2023-02-11 21:52:29.636,75.48323222222223,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,TJFD8272103,20.0,L,2023-02-11 21:54:31.899,75.51719416666666,3.0
EXP34384-123972,2023-02-08 18:23:30,2023-02-08 18:23:30,MSDS4019846,20.0,L,2023-02-11 21:38:52.634,75.25628722222223,3.0
IGOJO14088,2023-02-08 18:53:17,2023-02-11 18:53:17,JCLA9152022,20.0,L,2023-02-09 03:56:43.469,9.0573525,0.0
IGOJO14088,2023-02-08 18:53:17,2023-02-11 18:53:17,OIRO2198757,20.0,L,2023-02-09 09:24:25.033,14.518898055555557,0.0
IGOJO14088,2023-02-08 18:53:17,2023-02-11 18:53:17,OKPL0133852,20.0,L,2023-02-09 09:24:06.168,14.513657777777777,0.0
IGOJO14092,2023-02-08 23:53:41,2023-02-11 23:53:41,GSSF4104647,20.0,L,2023-02-10 01:31:31.844,25.63079,1.0
IGOJO14092,2023-02-08 23:53:41,2023-02-11 23:53:41,BOJP8405164,20.0,L,2023-02-09 10:15:36.336,10.365371111111113,0.0
EFS33984,2023-02-09 09:53:44,2023-02-12 09:53:44,FVIW1590686,20.0,E,2023-02-09 09:55:55.469,0.0365191666666666,0.0
EFS33984,2023-02-09 09:53:44,2023-02-12 09:53:44,BIYO0622904,20.0,E,2023-02-09 09:55:55.469,0.0365191666666666,0.0
IGOJO14094,2023-02-09 13:15:47,2023-02-12 13:15:47,OCMJ3232646,40.0,L,2023-02-14 07:14:40.920,113.98164444444444,4.0
IGOJO14094,2023-02-09 13:15:47,2023-02-12 13:15:47,DZKU5454339,40.0,L,2023-02-13 15:01:54.228,97.76867444444444,4.0
EFS33988,2023-02-09 13:21:27,2023-02-12 13:21:27,QOYR3063916,40.0,E,2023-02-09 15:04:56.694,1.7249150000000002,0.0
EFS33988,2023-02-09 13:21:27,2023-02-12 13:21:27,MBYG8156919,40.0,E,2023-02-09 15:37:30.519,2.267644166666667,0.0
EFS33988,2023-02-09 13:21:27,2023-02-12 13:21:27,UNFG4156850,40.0,E,2023-02-09 15:02:53.481,1.6906891666666666,0.0
EFS34016,2023-02-10 00:39:33,2023-02-13 00:39:33,FEHO9521035,20.0,E,2023-02-10 04:04:53.170,3.4222694444444444,0.0
EFS17010-231545-412578,2023-02-13 04:00:28,2023-02-16 04:00:28,TFOR2968361,40.0,L,2023-02-18 13:55:22.055,129.91501527777777,5.0
IGOJO03359,2023-02-16 13:43:49,2023-02-19 13:43:49,ZFPS2846061,40.0,L,2023-02-17 13:50:54.995,24.11833194444444,1.0
IGOJO03359,2023-02-16 13:43:49,2023-02-19 13:43:49,ZEFT1153874,40.0,L,2023-02-16 23:43:12.184,9.989773333333334,0.0
EFS16952-230912-415756,2023-02-10 03:48:27,2023-02-13 03:48:27,TJMS9253499,40.0,L,2023-02-18 13:55:06.778,202.1110494444445,8.0
EFS16957-230983-411190,2023-02-10 05:25:13,2023-02-13 05:25:13,QVXX7363697,40.0,L,2023-02-18 13:54:17.163,200.4844897222222,8.0
EFS34277,2023-02-16 15:07:24,2023-02-19 15:07:24,HXLS8045414,40.0,E,2023-02-16 18:05:36.220,2.970061111111111,0.0
IGOJO14311,2023-02-16 15:17:16,2023-02-19 15:17:16,DZKW4497346,20.0,L,2023-02-17 01:53:17.330,10.600369444444445,0.0
IGOJO14311,2023-02-16 15:17:16,2023-02-19 15:17:16,LPEV2710248,20.0,L,2023-02-17 04:02:19.645,12.7510125,0.0
IGOJO14311,2023-02-16 15:17:16,2023-02-19 15:17:16,ZZMD6153103,20.0,L,2023-02-17 01:03:29.330,9.770369444444444,0.0
IGOJO14312,2023-02-16 15:20:50,2023-02-19 15:20:50,HMPJ1033318,20.0,L,2023-02-18 03:06:37.286,35.763135,1.0
IGOJO14314,2023-02-16 15:31:51,2023-02-19 15:31:51,EQRX6644764,40.0,L,2023-02-21 19:59:51.429,124.46678583333332,5.0
EFS16935-230702-416507,2023-02-09 02:41:44,2023-02-12 02:41:44,FZRU9005189,40.0,L,2023-02-18 13:57:46.501,227.2673613888889,9.0
IGOJO14315,2023-02-16 15:35:10,2023-02-19 15:35:10,AKYV3624592,40.0,L,2023-02-21 21:28:06.603,125.88238972222224,5.0
EFS16961-230987-415493,2023-02-10 06:20:51,2023-02-13 06:20:51,GWEX1155062,40.0,L,2023-02-18 13:58:19.569,199.6246025,8.0
EFS16961-230987-415494,2023-02-10 06:20:51,2023-02-13 06:20:51,PIEW7463293,40.0,L,2023-02-18 13:59:18.630,199.64100833333333,8.0
IGOJO14316,2023-02-16 15:46:22,2023-02-19 15:46:22,SPYA1316487,20.0,L,2023-02-21 20:41:29.958,124.91887722222222,5.0
IGOJO14318,2023-02-16 15:57:01,2023-02-19 15:57:01,PBNB5432841,40.0,L,2023-02-17 11:25:25.257,19.47340472222222,0.0
IGOJO14318,2023-02-16 15:57:01,2023-02-19 15:57:01,SWPJ1096265,40.0,L,2023-02-17 04:51:36.356,12.90982111111111,0.0
IGOJO14318,2023-02-16 15:57:01,2023-02-19 15:57:01,MGKZ4861500,40.0,L,2023-02-17 04:52:09.942,12.919150555555555,0.0
IGOJO14318,2023-02-16 15:57:01,2023-02-19 15:57:01,YMIA9787938,40.0,L,2023-02-17 07:52:43.506,15.92847388888889,0.0
IGOJO14318,2023-02-16 15:57:01,2023-02-19 15:57:01,HQRT6095490,40.0,L,2023-02-17 04:51:19.727,12.905201944444444,0.0
EFS16968-231031-409864,2023-02-10 15:54:15,2023-02-13 15:54:15,ECLZ2785623,40.0,L,2023-02-18 13:54:09.928,189.9985911111111,7.0
EFS16969-231031-395643,2023-02-10 18:25:08,2023-02-13 18:25:08,OVOM4296750,40.0,L,2023-02-18 13:59:27.433,187.57206472222225,7.0
EFS16975-231031-393973,2023-02-11 03:18:33,2023-02-14 03:18:33,CZCP1705738,40.0,L,2023-02-18 14:01:56.761,178.72326694444445,7.0
EFS16984-231031-393976,2023-02-11 07:01:41,2023-02-14 07:01:41,BQBU6865172,40.0,L,2023-02-18 13:55:45.831,174.90134194444445,7.0
EFS34279,2023-02-16 16:16:21,2023-02-19 16:16:21,FMBQ6459711,40.0,E,2023-02-16 19:45:58.369,3.493713611111111,0.0
IGOJO14029,2023-02-07 17:27:59,2023-02-10 17:27:59,JOSZ1982691,40.0,L,2023-02-08 00:32:32.214,7.075892777777778,0.0
IGOJO14029,2023-02-07 17:27:59,2023-02-10 17:27:59,ASIZ4083592,40.0,L,2023-02-08 04:27:16.690,10.988247222222222,0.0
IGOJO14029,2023-02-07 17:27:59,2023-02-10 17:27:59,WYVA2809258,40.0,L,2023-02-08 00:57:40.982,7.494995,0.0
